xvals,yvals,upper,lower,factor,group,period,first_year,last_year
11.5,-0.116823877763888,1.53109640297427,-1.76474415850204,eci,OPEC,1989 - 2016,1989,2016
11.6,-0.173358521397232,1.49195333466608,-1.83867037746054,eci,OPEC,1989 - 2016,1989,2016
11.7,-0.229893165030975,1.45313599641317,-1.91292232647513,eci,OPEC,1989 - 2016,1989,2016
11.8,-0.28642780866433,1.41464498668731,-1.98750060401596,eci,OPEC,1989 - 2016,1989,2016
11.9,-0.342962452297899,1.37646840243069,-2.06239330702648,eci,OPEC,1989 - 2016,1989,2016
12,-0.3994970959311,1.33858847587097,-2.13758266773317,eci,OPEC,1989 - 2016,1989,2016
6,1.18670246284306,2.42098973445947,-0.0475848087733433,eci,No OPEC,1990 - 2016,1990,2016
6.1,1.14109652327836,2.34750785367594,-0.065314807119218,eci,No OPEC,1990 - 2016,1990,2016
6.2,1.0954905837138,2.27420714366926,-0.0832259762416632,eci,No OPEC,1990 - 2016,1990,2016
6.3,1.04988464414893,2.20112068204549,-0.101351393747622,eci,No OPEC,1990 - 2016,1990,2016
6.4,1.00427870458433,2.12823257134646,-0.11967516217779,eci,No OPEC,1990 - 2016,1990,2016
