xvals,yvals,upper,lower,factor,group,period,first_year,last_year
9.4,-0.0860175334050634,1.65283315507418,-1.8248682218843,eci,OPEC,1971 - 2016,1971,2016
9.5,-0.115001486388199,1.62185775785094,-1.85186073062734,eci,OPEC,1971 - 2016,1971,2016
9.6,-0.14398543937124,1.59115436324209,-1.87912524198457,eci,OPEC,1971 - 2016,1971,2016
9.7,-0.172969392353805,1.56071907752959,-1.9066578622372,eci,OPEC,1971 - 2016,1971,2016
9.8,-0.201953345336585,1.53055666523509,-1.93446335590826,eci,OPEC,1971 - 2016,1971,2016
9.9,-0.230937298319102,1.50066732850878,-1.96254192514699,eci,OPEC,1971 - 2016,1971,2016
10,-0.259921251301881,1.47104978914444,-1.9908922917482,eci,OPEC,1971 - 2016,1971,2016
10.1,-0.288905204284304,1.44170522124702,-2.01951562981562,eci,OPEC,1971 - 2016,1971,2016
10.2,-0.317889157267107,1.41263747890773,-2.04841579344194,eci,OPEC,1971 - 2016,1971,2016
10.3,-0.346873110249933,1.38384000574251,-2.07758622624237,eci,OPEC,1971 - 2016,1971,2016
10.4,-0.375857063232855,1.35531972732491,-2.10703385379062,eci,OPEC,1971 - 2016,1971,2016
10.5,-0.404841016215301,1.32706900247777,-2.13675103490837,eci,OPEC,1971 - 2016,1971,2016
10.6,-0.4338249691982,1.29909120430362,-2.16674114270002,eci,OPEC,1971 - 2016,1971,2016
10.7,-0.462808922181098,1.27138954655904,-2.19700739092123,eci,OPEC,1971 - 2016,1971,2016
10.8,-0.491792875163639,1.24395557306837,-2.22754132339565,eci,OPEC,1971 - 2016,1971,2016
10.9,-0.520776828146561,1.21679687732564,-2.25835053361876,eci,OPEC,1971 - 2016,1971,2016
11,-0.549760781128983,1.18990752211966,-2.28942908437763,eci,OPEC,1971 - 2016,1971,2016
11.1,-0.578744734112191,1.16328679109914,-2.32077625932352,eci,OPEC,1971 - 2016,1971,2016
11.2,-0.607728687094613,1.13693481468083,-2.35239218887006,eci,OPEC,1971 - 2016,1971,2016
11.3,-0.636712640077464,1.11084600265479,-2.38427128280972,eci,OPEC,1971 - 2016,1971,2016
11.4,-0.6656965930601,1.08502518662873,-2.41641837274893,eci,OPEC,1971 - 2016,1971,2016
11.5,-0.694680546042856,1.05947129420332,-2.44883238628903,eci,OPEC,1971 - 2016,1971,2016
11.6,-0.723664499025611,1.03417853782313,-2.48150753587436,eci,OPEC,1971 - 2016,1971,2016
11.7,-0.752648452008319,1.00914443066862,-2.51444133468526,eci,OPEC,1971 - 2016,1971,2016
11.8,-0.781632404990931,0.984367939057687,-2.54763274903955,eci,OPEC,1971 - 2016,1971,2016
11.9,-0.810616357973877,0.959856864694894,-2.58108958064265,eci,OPEC,1971 - 2016,1971,2016
12,-0.8396003109563,0.935591737806137,-2.61479235971874,eci,OPEC,1971 - 2016,1971,2016
6,0.856155997097243,1.55084626855882,0.161465725635662,eci,No OPEC,1972 - 2016,1972,2016
6.1,0.818223065783272,1.49478142191417,0.141664709652374,eci,No OPEC,1972 - 2016,1972,2016
6.2,0.780290134469319,1.43894549763864,0.121634771299994,eci,No OPEC,1972 - 2016,1972,2016
6.3,0.7423572031553,1.38336388504344,0.101350521267162,eci,No OPEC,1972 - 2016,1972,2016
6.4,0.704424271841384,1.32805456216129,0.0807939815214737,eci,No OPEC,1972 - 2016,1972,2016
6.5,0.666491340527452,1.27303920890479,0.0599434721501113,eci,No OPEC,1972 - 2016,1972,2016
6.6,0.628558409213446,1.21834877307506,0.038768045351834,eci,No OPEC,1972 - 2016,1972,2016
6.7,0.590625477899482,1.16400912311757,0.0172418326813903,eci,No OPEC,1972 - 2016,1972,2016
6.8,0.552692546585483,1.11004864731085,-0.00466355413988195,eci,No OPEC,1972 - 2016,1972,2016
6.9,0.514759615271569,1.05650400921807,-0.0269847786749278,eci,No OPEC,1972 - 2016,1972,2016
7,0.47682668395761,1.00341137550574,-0.0497580075905231,eci,No OPEC,1972 - 2016,1972,2016
7.1,0.438893752643616,0.950811045923592,-0.0730235406363596,eci,No OPEC,1972 - 2016,1972,2016
7.2,0.4009608213297,0.898744964612837,-0.0968233219534375,eci,No OPEC,1972 - 2016,1972,2016
7.3,0.363027890015718,0.847262775523167,-0.121206995491732,eci,No OPEC,1972 - 2016,1972,2016
7.4,0.325094958701761,0.79641124671492,-0.146221329311398,eci,No OPEC,1972 - 2016,1972,2016
7.5,0.287162027387726,0.746249141127535,-0.171925086352083,eci,No OPEC,1972 - 2016,1972,2016
7.6,0.249229096073797,0.696827601541961,-0.198369409394368,eci,No OPEC,1972 - 2016,1972,2016
7.7,0.21129616475998,0.648205005705376,-0.225612676185416,eci,No OPEC,1972 - 2016,1972,2016
7.8,0.173363233445966,0.600445593973568,-0.253719127081636,eci,No OPEC,1972 - 2016,1972,2016
7.9,0.135430302131992,0.553608114551506,-0.282747510287523,eci,No OPEC,1972 - 2016,1972,2016
8,0.0974973708180176,0.507752906983391,-0.312758165347355,eci,No OPEC,1972 - 2016,1972,2016
8.1,0.0595644395040355,0.462936659108677,-0.343807780100607,eci,No OPEC,1972 - 2016,1972,2016
8.2,0.0216315081901501,0.419213720658863,-0.375950704278563,eci,No OPEC,1972 - 2016,1972,2016
8.3,-0.0163014231239423,0.37663532024115,-0.409238166489035,eci,No OPEC,1972 - 2016,1972,2016
8.4,-0.0542343544379049,0.33523798544368,-0.44370669431949,eci,No OPEC,1972 - 2016,1972,2016
8.5,-0.0921672857518287,0.295055309997587,-0.479389881501244,eci,No OPEC,1972 - 2016,1972,2016
8.6,-0.130100217065714,0.256107533130819,-0.516307967262247,eci,No OPEC,1972 - 2016,1972,2016
8.7,-0.168033148379654,0.218406797541266,-0.554473094300573,eci,No OPEC,1972 - 2016,1972,2016
8.8,-0.205966079693573,0.181949407767525,-0.593881567154672,eci,No OPEC,1972 - 2016,1972,2016
8.9,-0.243899011007664,0.146722074144577,-0.634520096159906,eci,No OPEC,1972 - 2016,1972,2016
9,-0.281831942321641,0.112697855183249,-0.676361739826532,eci,No OPEC,1972 - 2016,1972,2016
9.1,-0.319764873635617,0.0798424640832692,-0.719372211354503,eci,No OPEC,1972 - 2016,1972,2016
9.2,-0.357697804949575,0.0481117408568519,-0.763507350756002,eci,No OPEC,1972 - 2016,1972,2016
9.3,-0.395630736263357,0.0174556189575225,-0.808717091484236,eci,No OPEC,1972 - 2016,1972,2016
9.4,-0.433563667577276,-0.0121820780504672,-0.854945257104086,eci,No OPEC,1972 - 2016,1972,2016
9.5,-0.471496598891268,-0.0408600677922297,-0.902133129990307,eci,No OPEC,1972 - 2016,1972,2016
9.6,-0.509429530205202,-0.0686386817391832,-0.95022037867122,eci,No OPEC,1972 - 2016,1972,2016
9.7,-0.547362461519213,-0.095578656162339,-0.999146266876087,eci,No OPEC,1972 - 2016,1972,2016
9.8,-0.585295392833126,-0.121739940993674,-1.04885084467258,eci,No OPEC,1972 - 2016,1972,2016
9.9,-0.623228324147074,-0.147179610582061,-1.09927703771209,eci,No OPEC,1972 - 2016,1972,2016
10,-0.661161255461036,-0.171953544624831,-1.15036896629724,eci,No OPEC,1972 - 2016,1972,2016
10.1,-0.699094186775,-0.196113940752284,-1.20207443279772,eci,No OPEC,1972 - 2016,1972,2016
10.2,-0.737027118088982,-0.219709632984734,-1.25434460319323,eci,No OPEC,1972 - 2016,1972,2016
10.3,-0.774960049402939,-0.242786264580793,-1.30713383422508,eci,No OPEC,1972 - 2016,1972,2016
10.4,-0.812892980716907,-0.265386322631224,-1.36039963880259,eci,No OPEC,1972 - 2016,1972,2016
10.5,-0.85082591203085,-0.28754858738809,-1.41410323667361,eci,No OPEC,1972 - 2016,1972,2016
10.6,-0.888758843344826,-0.309308628111952,-1.4682090585777,eci,No OPEC,1972 - 2016,1972,2016
10.7,-0.92669177465877,-0.33069908220254,-1.522684467115,eci,No OPEC,1972 - 2016,1972,2016
10.8,-0.964624705972771,-0.351750581212694,-1.57749883073285,eci,No OPEC,1972 - 2016,1972,2016
10.9,-1.0025576372867,-0.372489439519601,-1.63262583505379,eci,No OPEC,1972 - 2016,1972,2016
11,-1.04049056860063,-0.392941290636688,-1.68803984656458,eci,No OPEC,1972 - 2016,1972,2016
11.1,-1.0784234999146,-0.413128439151449,-1.74371856067776,eci,No OPEC,1972 - 2016,1972,2016
11.2,-1.1163564312286,-0.433071281948783,-1.79964158050842,eci,No OPEC,1972 - 2016,1972,2016
11.3,-1.15428936254253,-0.452789132780757,-1.85578959230431,eci,No OPEC,1972 - 2016,1972,2016
11.4,-1.19222229385645,-0.472298808297343,-1.91214577941556,eci,No OPEC,1972 - 2016,1972,2016
11.5,-1.23015522517047,-0.491616105291007,-1.96869434504994,eci,No OPEC,1972 - 2016,1972,2016
11.6,-1.26808815648447,-0.510755252832388,-2.02542106013655,eci,No OPEC,1972 - 2016,1972,2016
11.7,-1.30602108779846,-0.529729318639072,-2.08231285695786,eci,No OPEC,1972 - 2016,1972,2016
11.8,-1.34395401911244,-0.548548698606641,-2.13935933961825,eci,No OPEC,1972 - 2016,1972,2016
11.9,-1.38188695042634,-0.5672257031624,-2.19654819769027,eci,No OPEC,1972 - 2016,1972,2016
12,-1.41981988174032,-0.585770262967064,-2.25386950051358,eci,No OPEC,1972 - 2016,1972,2016
6,1.95254683405742,3.93944777487708,-0.0343541067622464,eci,OPEC,1972 - 2016,1972,2016
6.1,1.9146139027433,3.89311958222273,-0.0638917767361182,eci,OPEC,1972 - 2016,1972,2016
6.2,1.8766809714291,3.84699780924361,-0.0936358663854151,eci,OPEC,1972 - 2016,1972,2016
6.3,1.83874804011531,3.80107105188451,-0.123574971653877,eci,OPEC,1972 - 2016,1972,2016
6.4,1.80081510880134,3.75537532246446,-0.153745104861772,eci,OPEC,1972 - 2016,1972,2016
6.5,1.76288217748742,3.70989021271479,-0.18412585773995,eci,OPEC,1972 - 2016,1972,2016
6.6,1.7249492461734,3.66462326132902,-0.214724768982217,eci,OPEC,1972 - 2016,1972,2016
6.7,1.68701631485971,3.61956440931262,-0.245531779593203,eci,OPEC,1972 - 2016,1972,2016
6.8,1.64908338354532,3.57475404110905,-0.276587274018416,eci,OPEC,1972 - 2016,1972,2016
6.9,1.61115045223149,3.5301615858808,-0.307860681417831,eci,OPEC,1972 - 2016,1972,2016
7,1.57321752091747,3.48579362271756,-0.339358580882625,eci,OPEC,1972 - 2016,1972,2016
7.1,1.53528458960373,3.4416575172853,-0.371088338077836,eci,OPEC,1972 - 2016,1972,2016
7.2,1.49735165828971,3.39775490407981,-0.403051587500389,eci,OPEC,1972 - 2016,1972,2016
7.3,1.45941872697569,3.35408479137918,-0.43524733742779,eci,OPEC,1972 - 2016,1972,2016
7.4,1.42148579566177,3.31066518950864,-0.467693598185101,eci,OPEC,1972 - 2016,1972,2016
7.5,1.38355286434775,3.26747395835263,-0.500368229657127,eci,OPEC,1972 - 2016,1972,2016
7.6,1.34561993303387,3.22452244895284,-0.533282582885097,eci,OPEC,1972 - 2016,1972,2016
7.7,1.30768700171995,3.18181962973228,-0.56644562629238,eci,OPEC,1972 - 2016,1972,2016
7.8,1.26975407040593,3.13936315550688,-0.599855014695015,eci,OPEC,1972 - 2016,1972,2016
7.9,1.23182113909196,3.09715151422165,-0.633509236037734,eci,OPEC,1972 - 2016,1972,2016
8,1.19388820777789,3.05518693235112,-0.667410516795331,eci,OPEC,1972 - 2016,1972,2016
8.1,1.15595527646406,3.01347564979763,-0.701565096869504,eci,OPEC,1972 - 2016,1972,2016
8.2,1.11802234515018,2.97201381869522,-0.735969128394852,eci,OPEC,1972 - 2016,1972,2016
8.3,1.08008941383598,2.93080579610646,-0.770626968434499,eci,OPEC,1972 - 2016,1972,2016
8.4,1.04215648252215,2.88985231297825,-0.805539347933958,eci,OPEC,1972 - 2016,1972,2016
8.5,1.00422355120825,2.84915731355994,-0.840710211143441,eci,OPEC,1972 - 2016,1972,2016
8.6,0.966290619894042,2.80872060741644,-0.876139367628353,eci,OPEC,1972 - 2016,1972,2016
8.7,0.928357688580258,2.76854141900597,-0.911826041845457,eci,OPEC,1972 - 2016,1972,2016
8.8,0.890424757266356,2.72861976563125,-0.947770251098535,eci,OPEC,1972 - 2016,1972,2016
8.9,0.852491825952315,2.68895763591608,-0.983973984011447,eci,OPEC,1972 - 2016,1972,2016
9,0.81455889463839,2.64956151637338,-1.0204437270966,eci,OPEC,1972 - 2016,1972,2016
9.1,0.776625963324349,2.61042431766541,-1.05717239101671,eci,OPEC,1972 - 2016,1972,2016
9.2,0.738693032010331,2.57154482068888,-1.09415875666822,eci,OPEC,1972 - 2016,1972,2016
9.3,0.700760100696453,2.53292993025668,-1.13140972886377,eci,OPEC,1972 - 2016,1972,2016
9.4,0.662827169382481,2.49458130233393,-1.16892696356897,eci,OPEC,1972 - 2016,1972,2016
9.5,0.62489423806851,2.45649209536178,-1.20670361922476,eci,OPEC,1972 - 2016,1972,2016
9.6,0.586961306754305,2.41866842249503,-1.24474580898642,eci,OPEC,1972 - 2016,1972,2016
9.7,0.549028375440707,2.38110420752061,-1.2830474566392,eci,OPEC,1972 - 2016,1972,2016
9.8,0.511095444126643,2.34380357552375,-1.32161268727047,eci,OPEC,1972 - 2016,1972,2016
9.9,0.473162512812765,2.30676630906229,-1.36044128343676,eci,OPEC,1972 - 2016,1972,2016
10,0.435229581498326,2.26999366107356,-1.39953449807691,eci,OPEC,1972 - 2016,1972,2016
10.1,0.397296650184798,2.23347916041129,-1.43888586004169,eci,OPEC,1972 - 2016,1972,2016
10.2,0.359363718870827,2.19722823691636,-1.4785007991747,eci,OPEC,1972 - 2016,1972,2016
10.3,0.321430787556902,2.16123412941535,-1.51837255430154,eci,OPEC,1972 - 2016,1972,2016
10.4,0.283497856242838,2.12550203523522,-1.55850632274954,eci,OPEC,1972 - 2016,1972,2016
10.5,0.245564924929053,2.09002501806597,-1.59889516820786,eci,OPEC,1972 - 2016,1972,2016
10.6,0.207631993615082,2.0548114432878,-1.63954745605763,eci,OPEC,1972 - 2016,1972,2016
10.7,0.169699062300877,2.01985082807235,-1.68045270347059,eci,OPEC,1972 - 2016,1972,2016
10.8,0.131766130987022,1.98514537269801,-1.72161311072396,eci,OPEC,1972 - 2016,1972,2016
10.9,0.0938331996728637,1.95069123191267,-1.76302483256694,eci,OPEC,1972 - 2016,1972,2016
11,0.0559002683587055,1.91649352445702,-1.80469298773961,eci,OPEC,1972 - 2016,1972,2016
11.1,0.0179673370450611,1.88254334527112,-1.84660867118099,eci,OPEC,1972 - 2016,1972,2016
11.2,-0.0199655942690037,1.8488448594499,-1.88877604798791,eci,OPEC,1972 - 2016,1972,2016
11.3,-0.0578985255830218,1.81539570013852,-1.93119275130456,eci,OPEC,1972 - 2016,1972,2016
11.4,-0.0958314568970867,1.78218637018503,-1.9738492839792,eci,OPEC,1972 - 2016,1972,2016
11.5,-0.133764388210965,1.74922521092762,-2.01675398734955,eci,OPEC,1972 - 2016,1972,2016
11.6,-0.171697319524843,1.71650528746655,-2.05989992651624,eci,OPEC,1972 - 2016,1972,2016
11.7,-0.209630250838627,1.68402519119954,-2.1032856928768,eci,OPEC,1972 - 2016,1972,2016
11.8,-0.247563182152692,1.65178144321034,-2.14690780751572,eci,OPEC,1972 - 2016,1972,2016
11.9,-0.28549611346657,1.61978006823051,-2.19077229516365,eci,OPEC,1972 - 2016,1972,2016
12,-0.323429044780308,1.58800342687525,-2.23486151643587,eci,OPEC,1972 - 2016,1972,2016
6,1.06799891073292,1.83337443157346,0.302623389892377,eci,No OPEC,1973 - 2016,1973,2016
6.1,1.0271395520293,1.77343021084239,0.280848893216213,eci,No OPEC,1973 - 2016,1973,2016
6.2,0.98628019332562,1.71370428943512,0.258856097216117,eci,No OPEC,1973 - 2016,1973,2016
6.3,0.945420834622011,1.65421356357092,0.236628105673099,eci,No OPEC,1973 - 2016,1973,2016
6.4,0.904561475918467,1.59497516705528,0.214147784781655,eci,No OPEC,1973 - 2016,1973,2016
6.5,0.863702117214892,1.53600926649742,0.191394967932364,eci,No OPEC,1973 - 2016,1973,2016
6.6,0.822842758511188,1.4773445450112,0.168340972011179,eci,No OPEC,1973 - 2016,1973,2016
6.7,0.781983399807565,1.4190011183129,0.144965681302231,eci,No OPEC,1973 - 2016,1973,2016
6.8,0.741124041103915,1.36100682388899,0.121241258318835,eci,No OPEC,1973 - 2016,1973,2016
6.9,0.700264682400352,1.30339164478729,0.0971377200134109,eci,No OPEC,1973 - 2016,1973,2016
7,0.659405323696698,1.24618930423652,0.0726213431568793,eci,No OPEC,1973 - 2016,1973,2016
7.1,0.618545964992947,1.18943629431081,0.0476556356750827,eci,No OPEC,1973 - 2016,1973,2016
7.2,0.577686606289401,1.13316301967568,0.0222101929031256,eci,No OPEC,1973 - 2016,1973,2016
7.3,0.536827247585713,1.07742288289012,-0.0037683877186947,eci,No OPEC,1973 - 2016,1973,2016
7.4,0.495967888882042,1.02225120239235,-0.0303154246282669,eci,No OPEC,1973 - 2016,1973,2016
7.5,0.455108530178487,0.96769909687557,-0.0574820365185967,eci,No OPEC,1973 - 2016,1973,2016
7.6,0.414249171474924,0.9138152173076,-0.0853168743577529,eci,No OPEC,1973 - 2016,1973,2016
7.7,0.37338981277117,0.860661585703829,-0.11388196016149,eci,No OPEC,1973 - 2016,1973,2016
7.8,0.332530454067649,0.808283783425756,-0.143222875290458,eci,No OPEC,1973 - 2016,1973,2016
7.9,0.291671095363865,0.756748171817323,-0.173405981089592,eci,No OPEC,1973 - 2016,1973,2016
8,0.250811736660405,0.706106791745995,-0.204483318425184,eci,No OPEC,1973 - 2016,1973,2016
8.1,0.209952377956656,0.656425575322456,-0.236520819409143,eci,No OPEC,1973 - 2016,1973,2016
8.2,0.169093019252998,0.607757244400167,-0.26957120589417,eci,No OPEC,1973 - 2016,1973,2016
8.3,0.128233660549472,0.560156126150073,-0.303688805051128,eci,No OPEC,1973 - 2016,1973,2016
8.4,0.0873743018458242,0.51367733991542,-0.338928736223771,eci,No OPEC,1973 - 2016,1973,2016
8.5,0.0465149431421069,0.468363699564397,-0.375333813280184,eci,No OPEC,1973 - 2016,1973,2016
8.6,0.00565558443848967,0.424251007493494,-0.412939838616515,eci,No OPEC,1973 - 2016,1973,2016
8.7,-0.0352037742650676,0.381369360520118,-0.451776909050253,eci,No OPEC,1973 - 2016,1973,2016
8.8,-0.0760631329687213,0.339735608365342,-0.491861874302785,eci,No OPEC,1973 - 2016,1973,2016
8.9,-0.116922491672428,0.2993561948854,-0.533201178230257,eci,No OPEC,1973 - 2016,1973,2016
9,-0.157781850376003,0.260228781300236,-0.575792482052242,eci,No OPEC,1973 - 2016,1973,2016
9.1,-0.19864120907965,0.22233612743898,-0.619618545598281,eci,No OPEC,1973 - 2016,1973,2016
9.2,-0.239500567783325,0.185652235227027,-0.664653370793676,eci,No OPEC,1973 - 2016,1973,2016
9.3,-0.280359926487011,0.150143369782262,-0.710863222756283,eci,No OPEC,1973 - 2016,1973,2016
9.4,-0.321219285190622,0.115765567921944,-0.758204138303188,eci,No OPEC,1973 - 2016,1973,2016
9.5,-0.362078643894232,0.0824693996161088,-0.806626687404573,eci,No OPEC,1973 - 2016,1973,2016
9.6,-0.402938002597918,0.0502007489762988,-0.856076754172135,eci,No OPEC,1973 - 2016,1973,2016
9.7,-0.443797361301557,0.0189025428680755,-0.906497265471189,eci,No OPEC,1973 - 2016,1973,2016
9.8,-0.484656720005215,-0.0114842384353695,-0.957829201575061,eci,No OPEC,1973 - 2016,1973,2016
9.9,-0.525516078708814,-0.0410183849850486,-1.01001377243258,eci,No OPEC,1973 - 2016,1973,2016
10,-0.56637543741246,-0.0697587556349336,-1.06299211918999,eci,No OPEC,1973 - 2016,1973,2016
10.1,-0.607234796116094,-0.0977614028800354,-1.11670818935215,eci,No OPEC,1973 - 2016,1973,2016
10.2,-0.648094154819721,-0.125080914901569,-1.17110739473787,eci,No OPEC,1973 - 2016,1973,2016
10.3,-0.688953513523314,-0.151769496891493,-1.22613753015514,eci,No OPEC,1973 - 2016,1973,2016
10.4,-0.729812872227001,-0.177875554494031,-1.28175018995997,eci,No OPEC,1973 - 2016,1973,2016
10.5,-0.770672230930607,-0.203443738872958,-1.33790072298826,eci,No OPEC,1973 - 2016,1973,2016
10.6,-0.811531589634205,-0.228517122067746,-1.39454605720066,eci,No OPEC,1973 - 2016,1973,2016
10.7,-0.852390948337907,-0.253134530785596,-1.45164736589022,eci,No OPEC,1973 - 2016,1973,2016
10.8,-0.893250307041557,-0.277332166932986,-1.50916844715013,eci,No OPEC,1973 - 2016,1973,2016
10.9,-0.93410966574523,-0.301143451096773,-1.56707588039369,eci,No OPEC,1973 - 2016,1973,2016
11,-0.974969024448897,-0.324598437935807,-1.62533961096199,eci,No OPEC,1973 - 2016,1973,2016
11.1,-1.01582838315255,-0.347724151804964,-1.68393261450013,eci,No OPEC,1973 - 2016,1973,2016
11.2,-1.05668774185614,-0.370547792272973,-1.74282769143931,eci,No OPEC,1973 - 2016,1973,2016
11.3,-1.09754710055979,-0.393091356102333,-1.80200284501724,eci,No OPEC,1973 - 2016,1973,2016
11.4,-1.13840645926347,-0.415376884560277,-1.86143603396667,eci,No OPEC,1973 - 2016,1973,2016
11.5,-1.17926581796709,-0.43742277332918,-1.92110886260499,eci,No OPEC,1973 - 2016,1973,2016
11.6,-1.22012517667077,-0.459247426782585,-1.98100292655895,eci,No OPEC,1973 - 2016,1973,2016
11.7,-1.26098453537436,-0.480866909413878,-2.04110216133483,eci,No OPEC,1973 - 2016,1973,2016
11.8,-1.30184389407795,-0.50229647505164,-2.10139131310426,eci,No OPEC,1973 - 2016,1973,2016
11.9,-1.34270325278161,-0.523548934118364,-2.16185757144485,eci,No OPEC,1973 - 2016,1973,2016
12,-1.38356261148522,-0.544637249147396,-2.22248797382305,eci,No OPEC,1973 - 2016,1973,2016
6,1.86602328052042,3.79763058613443,-0.0655840250935851,eci,OPEC,1973 - 2016,1973,2016
6.1,1.82516392181655,3.74729306928604,-0.0969652256529314,eci,OPEC,1973 - 2016,1973,2016
6.2,1.78430456311283,3.69719306781558,-0.128583941589916,eci,OPEC,1973 - 2016,1973,2016
6.3,1.7434452044092,3.64730772925124,-0.160417320432837,eci,OPEC,1973 - 2016,1973,2016
6.4,1.70258584570587,3.59766623700319,-0.19249454559146,eci,OPEC,1973 - 2016,1973,2016
6.5,1.66172648700277,3.54825663884393,-0.224803664838389,eci,OPEC,1973 - 2016,1973,2016
6.6,1.62086712829919,3.49907354200118,-0.257339285402793,eci,OPEC,1973 - 2016,1973,2016
6.7,1.58000776959561,3.45015084385509,-0.29013530466386,eci,OPEC,1973 - 2016,1973,2016
6.8,1.53914841089175,3.40147817080846,-0.323181349024972,eci,OPEC,1973 - 2016,1973,2016
6.9,1.49828905218826,3.3530357714251,-0.356457667048572,eci,OPEC,1973 - 2016,1973,2016
7,1.45742969348497,3.30485016641399,-0.389990779444043,eci,OPEC,1973 - 2016,1973,2016
7.1,1.41657033478009,3.25692811379167,-0.423787444231486,eci,OPEC,1973 - 2016,1973,2016
7.2,1.37571097607743,3.20925684130904,-0.45783488915418,eci,OPEC,1973 - 2016,1973,2016
7.3,1.33485161737274,3.16185639471069,-0.492153159965213,eci,OPEC,1973 - 2016,1973,2016
7.4,1.29399225866868,3.11470648000841,-0.526721962671054,eci,OPEC,1973 - 2016,1973,2016
7.5,1.25313289996481,3.0678294900943,-0.561563690164682,eci,OPEC,1973 - 2016,1973,2016
7.6,1.21227354126297,3.02121098257167,-0.596663900045729,eci,OPEC,1973 - 2016,1973,2016
7.7,1.17141418255823,2.97487486864945,-0.632046503532985,eci,OPEC,1973 - 2016,1973,2016
7.8,1.13055482385586,2.92880414094802,-0.667694493236298,eci,OPEC,1973 - 2016,1973,2016
