Year,Penn_GDP_PPP,population,GNIpc,PropertyRights,period,ccode,eci,GDP_pc_growth,KOF_econ,pop_growth,hc,primary_exports_1_share_country,oil_exports_share_country,coal_and_metal_exports_share_country,AdvancedCountry,OPECdummy,political_rel,economic_rel,legal_rel
1974,1.25e-05,57937,29120,,"(1970,1975]",SYC,0.446071416,-3.994923507,67.55562592,1.820147959,,0.960333123,0,0.001138807,0,0,,,
1975,1.34e-05,59292,29120,,"(1970,1975]",SYC,-0.43020004,6.999303577,67.67588043,2.311817635,,0.950286646,0,0.000648259,0,0,,,
1976,1.57e-05,60504,29120,,"(1975,1980]",SYC,0.491748631,15.48339944,68.76237488,2.02350889,,1,0,0,0,0,,,
1977,1.4e-05,61786,29120,,"(1975,1980]",SYC,0.03886468,-11.51301474,69.86984253,2.096732303,,0.874190569,0,0,0,0,,,
1978,1.72e-05,62150,29120,,"(1975,1980]",SYC,0.127745271,20.96536348,68.75756836,0.587401637,,0.652095917,0,0.003816276,0,0,,,
1979,2.03e-05,62686,29120,,"(1975,1980]",SYC,1.438585281,16.50955263,67.67285919,0.858731926,,0.656803905,0,0.001224361,0,0,,,
1980,1.44e-05,63261,29120,,"(1975,1980]",SYC,0.853716433,,67.01043701,0.913088831,,0.055296943,0,0.000195061,0,0,,,
1981,1.28e-05,64035,29120,,"(1980,1985]",SYC,0.221432373,-11.47953438,63.49090958,1.216078335,,0.121950655,0,0.000120484,0,0,,,
1982,1.13e-05,64413,29120,,"(1980,1985]",SYC,0.421756446,-12.67765146,64.73403168,0.588566721,,0.090270933,0.109050171,0.00041267,0,0,,,
1983,1.2e-05,64335,29120,,"(1980,1985]",SYC,-0.858208537,5.893539828,63.9735527,-0.121166946,,0.21286114,0.121972313,0.000835206,0,0,,,
1984,1.3e-05,64717,29120,,"(1980,1985]",SYC,-0.179632589,8.59426167,64.26599884,0.592011152,,0.143574723,0.1426717,0.000137398,0,0,,,
1985,1.29e-05,65244,29120,,"(1980,1985]",SYC,0.087897018,-1.273588607,65.16936493,0.81101698,,0.192061484,0.132768462,0.012659203,0,0,,,
1986,1.24e-05,65652,29120,,"(1985,1990]",SYC,0.165921345,-4.148842024,62.52651596,0.623397692,,0.261946414,0.066911862,0.000119686,0,0,,,
1987,1.39e-05,68499,29120,,"(1985,1990]",SYC,0.182300359,11.81950779,62.59877396,4.245108175,,0.228766176,0.090229872,0.00021348,0,0,,,
1988,1.41e-05,68755,29120,,"(1985,1990]",SYC,-1.187596917,1.602350095,63.41849899,0.373031455,,0.387846213,0.045931688,0.000119429,0,0,,,
1989,1.56e-05,69167,29120,,"(1985,1990]",SYC,-0.219986096,9.661529784,61.92339706,0.597440909,,0.355434436,0.064463559,0.000147302,0,0,,,
1990,1.58e-05,69507,29120,,"(1985,1990]",SYC,-0.509670973,1.615501524,62.09288788,0.490359666,,0.30719713,0.092218989,7.58e-05,0,0,,,
1991,1.63e-05,70439,29120,,"(1990,1995]",SYC,-0.288315862,2.930803302,61.71096802,1.331962012,,0.31385279,0.10074163,0.000211613,0,0,,,
1992,1.62e-05,70763,29120,,"(1990,1995]",SYC,0.25989455,-0.712781298,59.28547287,0.458917818,,0.202095093,0.09755134,0.000416097,0,0,,,
1993,1.74e-05,72253,29120,,"(1990,1995]",SYC,0.131970257,7.095444753,59.36878204,2.083758339,,0.109212331,0.0847313,0.000102068,0,0,,,
1994,1.78e-05,74205,29120,,"(1990,1995]",SYC,-0.062401317,2.303527602,59.01828003,2.665768473,,0.185882553,0,0.000250753,0,0,,,
1995,1.57e-05,75304,29120,,"(1990,1995]",SYC,0.400969028,-12.29424834,61.95400238,1.47017209,,0.096760703,0.071994771,0.000258265,0,0,,,
1996,1.42e-05,76417,29120,,"(1995,2000]",SYC,0.742281497,-10.11485043,63.67355728,1.467193026,,0.15186495,0.092735697,0.000789359,0,0,,,
1997,1.67e-05,77319,29120,,"(1995,2000]",SYC,-0.340040952,15.9010061,62.62314987,1.173453648,,0.202583048,0.10591608,0.000362389,0,0,,,
1998,1.73e-05,78846,29120,,"(1995,2000]",SYC,0.142559677,3.954580606,63.07371902,1.95568619,,0.221421899,0.074646193,3.11e-05,0,0,,,
1999,1.81e-05,80410,29120,,"(1995,2000]",SYC,-0.284653664,4.133913799,65.03559875,1.964196367,,0.299579287,0.001761415,0.000841625,0,0,,,
2000,1.83e-05,81131,29120,,"(1995,2000]",SYC,-0.155693561,1.364874838,66.3438797,0.892658567,,0.291482075,0.120346653,8.85e-05,0,0,,,
2001,1.6e-05,81202,29120,,"(2000,2005]",SYC,-0.450663388,-13.4740659,66.7984848,0.087474518,,0.340146988,0.00010966,0.000307726,0,0,,,
2002,1.61e-05,83723,29120,,"(2000,2005]",SYC,-0.513149798,0.704626409,70.13082886,3.057385326,,0.406433043,0.086138993,9.76e-05,0,0,,,
2003,1.72e-05,82781,29120,,"(2000,2005]",SYC,-0.985941648,6.714369567,69.63048553,-1.131516421,,0.402282528,0.097598253,0.000240756,0,0,,,
2004,1.71e-05,82475,29120,,"(2000,2005]",SYC,-0.29859364,-0.498772115,64.01502228,-0.370334935,,0.35646219,0.13076784,0.000627944,0,0,,,
2005,1.95e-05,82858,29120,,"(2000,2005]",SYC,0.008218542,12.65784494,67.65672302,0.463308214,,0.311297841,0.171848553,0.000799896,0,0,,,
2006,2.14e-05,84600,29120,,"(2005,2010]",SYC,-0.016638523,9.496452025,69.81997681,2.080596735,,0.302662934,0.206958971,0.000775249,0,0,,,
2007,2.49e-05,85033,29120,,"(2005,2010]",SYC,-0.284050375,15.18105596,70.37830353,0.510514983,,0.309392031,0.155705493,0.001197428,0,0,,,
2008,1.92e-05,86956,29120,,"(2005,2010]",SYC,0.266435534,-26.00609128,75.10827637,2.236282715,,0.35307635,0.036965315,0.005976697,0,0,,,
2009,2.46e-05,87298,29120,50,"(2005,2010]",SYC,-0.609257579,24.61119086,77.50232697,0.392530948,,0.352895135,0.01060282,0.004799659,0,0,,,
2010,1.99e-05,89770,29120,50,"(2005,2010]",SYC,-0.310966909,-21.02799044,73.01908875,2.792329069,,0.346229313,0.016482979,0.002621928,0,0,,,
2011,2.31e-05,87441,29120,50,"(2010,2015]",SYC,0.035508972,14.98430152,75.08518982,-2.628656355,,0.370361809,0.015329839,0.003235608,0,0,,,
2012,2.45e-05,88303,29120,50,"(2010,2015]",SYC,-0.35469076,5.850321336,78.7147522,0.98098019,,0.329893184,0.000662433,0.011381006,0,0,,,
2013,2.49e-05,89949,29120,50,"(2010,2015]",SYC,0.104254581,1.643315227,80.06211853,1.846876093,,0.356322455,0.00073839,0.001742313,0,0,,,
2014,2.61e-05,91359,29120,50,"(2010,2015]",SYC,0.163507491,4.743328936,77.48253632,1.555395709,,0.328652755,0.0012076,0.001049179,0,0,,,
2015,,93419,29120,50,"(2010,2015]",SYC,0.393209934,,77.64172363,2.229795053,,0.277897157,0.002582032,0.002169891,0,0,,,
2016,,94677,29120,50,"(2015,2020]",SYC,0.040081806,,,1.33763478,,0.316195857,0.004880938,0.003488734,0,0,,,
1960,2.33e-06,4573512,,,"(1955,1960]",SYR,,,,,1.22565937,,,,0,0,,,
1961,2.38e-06,4721896,,,"(1960,1965]",SYR,,2.326450472,,3.192901393,1.235452771,,,,0,0,,,
1962,3.03e-06,4875422,,,"(1960,1965]",SYR,-0.942586124,23.82512914,,3.199625095,1.245324373,0.503450335,0.489525799,0.001644586,0,0,,,
1963,2.56e-06,5034646,,,"(1960,1965]",SYR,-0.413857102,-16.86296945,,3.213655105,1.255274892,0.429091137,0.535611925,4.76e-05,0,0,,,
1964,3.08e-06,5200336,,,"(1960,1965]",SYR,-0.634424269,18.58883613,,3.238002303,1.265304923,0.360353502,0.598555074,0.001040035,0,0,,,
1965,2.97e-06,5373137,,,"(1960,1965]",SYR,-0.498351634,-3.473553742,,3.26886704,1.275415063,0.435381007,0.52695875,0.000149003,0,0,,,
1966,2.58e-06,5553246,,,"(1965,1970]",SYR,0.095433682,-14.11181736,,3.297071238,1.285605907,0.399393158,0.550238334,0.000521426,0,0,,,
1967,2.81e-06,5740710,,,"(1965,1970]",SYR,-0.543824017,8.378769069,,3.320027441,1.295878291,0.613999415,0.346995897,0.000950496,0,0,,,
1968,2.84e-06,5935860,,,"(1965,1970]",SYR,-0.302016735,1.105772071,,3.342902462,1.306232691,0.573157244,0.361154802,0.003236313,0,0,,,
1969,3.27e-06,6139048,,,"(1965,1970]",SYR,-0.210088417,13.99886777,,3.36577606,1.316669941,0.560438246,0.338517313,0.006370496,0,0,,,
1970,3.17e-06,6350541,,,"(1965,1970]",SYR,0.043354295,-3.123834961,18.58869743,3.387032485,1.327190518,0.544856989,0.38696215,0.003654582,0,0,,,
1971,3.36e-06,6570857,,,"(1970,1975]",SYR,0.003458457,5.876786032,18.5121727,3.410425926,1.344140291,0.422805725,0.528602216,0.001983421,0,0,,,
1972,4.05e-06,6800141,,,"(1970,1975]",SYR,-0.047162093,18.79322569,19.15961647,3.429908187,1.361306548,0.49028604,0.411336618,0.00471872,0,0,,,
1973,3.58e-06,7037851,,,"(1970,1975]",SYR,0.059466429,-12.32016518,21.44032288,3.435952063,1.37869215,0.435519251,0.456458339,0.005003366,0,0,,,
1974,4.35e-06,7283177,,,"(1970,1975]",SYR,0.029447993,19.49671739,22.03116989,3.426430022,1.396299601,0.293719507,0.608913295,0.002515155,0,0,,,
1975,5.03e-06,7535714,,,"(1970,1975]",SYR,-0.152555868,14.37028764,21.25727844,3.408641727,1.414131999,0.184163711,0.680138237,0.000914202,0,0,,,
1976,4.25e-06,7794662,,,"(1975,1980]",SYR,-0.002680291,-16.75744484,21.2077198,3.378555505,1.432192206,0.114583118,0.640354477,0.003019921,0,0,,,
1977,3.06e-06,8060649,,,"(1975,1980]",SYR,-0.10487242,,23.04155731,3.355493393,1.450483084,0.262983087,0.445838197,0.001449384,0,0,,,
1978,2.78e-06,8336418,,,"(1975,1980]",SYR,-0.189593226,-9.730481332,25.47782326,3.363955334,1.469007373,0.183456645,0.723995867,0.000853528,0,0,,,
1979,2.41e-06,8625690,,,"(1975,1980]",SYR,-0.340123922,-14.1365614,28.20801735,3.411133201,1.487768412,0.149300856,0.790189626,0.001259557,0,0,,,
1980,2.3e-06,8930774,,,"(1975,1980]",SYR,-0.10146375,-4.615234121,24.93903732,3.475810555,1.506769061,0.136205291,0.647798468,0.00063166,0,0,,,
1981,2.17e-06,9252851,,,"(1980,1985]",SYR,-0.25128001,-5.850676502,23.22935104,3.542865499,1.531204939,0.157837648,0.605393105,0.001232418,0,0,,,
1982,2.12e-06,9590227,,,"(1980,1985]",SYR,-0.162315756,-2.294718444,21.73123169,3.581283885,1.556037188,0.155005482,0.555275396,0.000406161,0,0,,,
1983,1.89e-06,9938847,,,"(1980,1985]",SYR,-0.068070196,-11.69852656,21.24543953,3.570645886,1.581272244,0.144296603,0.467414248,0.000781435,0,0,,,
1984,1.62e-06,10293049,,,"(1980,1985]",SYR,-0.222368181,-15.48061804,21.30187416,3.501779509,1.606916428,0.189297722,0.502268852,0.001314714,0,0,,,
1985,1.75e-06,10648632,,,"(1980,1985]",SYR,-0.506002188,7.907877799,23.9557457,3.396262015,1.632976532,0.107336371,0.526199099,0.000616041,0,0,,,
1986,1.56e-06,11004272,,,"(1985,1990]",SYR,-0.500477314,-11.74129829,25.61914253,3.285212784,1.659459352,0.14468113,0.316803662,0.000161086,0,0,,,
1987,1.43e-06,11360852,,,"(1985,1990]",SYR,-0.493059516,-8.712386501,30.10429573,3.188984944,1.686371565,0.131374498,0.347082288,0.002068183,0,0,,,
1988,1.44e-06,11719071,,,"(1985,1990]",SYR,-0.555360317,1.25560167,30.93801308,3.104410431,1.712595224,0.124774099,0.299815942,0.000616427,0,0,,,
1989,1.34e-06,12080444,,,"(1985,1990]",SYR,-0.141071215,-7.312243135,36.98966599,3.0370432,1.733487725,0.143254168,0.307233424,0.000377435,0,0,,,
1990,1.3e-06,12446171,,,"(1985,1990]",SYR,-0.525604367,-3.138733744,35.86414337,2.982507861,1.754635215,0.153342657,0.398706706,0.000344832,0,0,-1.126563,-1.442551,-1.012518
1991,1.11e-06,12815219,,,"(1990,1995]",SYR,-0.772776842,-15.45429688,37.10665512,2.922042361,1.791771412,0.146653853,0.451307661,0.000531066,0,0,-1.055237,-1.404608,-0.8621383
1992,1.11e-06,13187085,,,"(1990,1995]",SYR,-0.635234535,-0.107318639,38.64269257,2.860449253,1.829693675,0.159590061,0.470341447,0.000260726,0,0,-0.9195361,-1.436066,-1.090537
1993,1.04e-06,13564167,,,"(1990,1995]",SYR,-0.862637162,-6.369886076,38.87551117,2.819359464,1.868418455,0.111820529,0.455314564,0.000172956,0,0,-0.9741908,-1.577437,-1.418273
1994,9.35e-07,13949697,,,"(1990,1995]",SYR,-0.834270298,-11.00625094,46.48269653,2.802625141,1.907962799,0.135578194,0.391802696,0.000217191,0,0,-1.109177,-1.641565,-1.521585
1995,1e-06,14345492,,,"(1990,1995]",SYR,-0.724699736,6.768650572,45.24037552,2.797795891,1.948344111,0.125563184,0.43781215,0.000212067,0,0,-1.150565,-1.39066,-1.354387
1996,9.99e-07,14755286,,30,"(1995,2000]",SYR,-0.900579214,-0.152837918,43.16931534,2.816564496,1.989580035,0.096973507,0.506968516,0.000340451,0,0,-1.08856,-1.688654,-0.9848951
1997,1.18e-06,15177456,,30,"(1995,2000]",SYR,-0.801696062,16.46210667,41.02980804,2.820977752,2.03168869,0.153904113,0.484636438,0.001449789,0,0,-1.145815,-1.876136,-0.9794644
1998,1.16e-06,15602210,,30,"(1995,2000]",SYR,-0.847131312,-1.230905686,38.92404175,2.76014019,2.074688673,0.182499837,0.358751595,0.001703567,0,0,-1.19927,-1.919145,-1.000266
1999,1.28e-06,16016092,,30,"(1995,2000]",SYR,-0.91768682,9.631652497,39.24738693,2.618139592,2.1185987,0.13879042,0.452704513,0.000919423,0,0,-1.242791,-1.942512,-1.01104
2000,1.61e-06,16410848,,30,"(1995,2000]",SYR,-0.919027269,22.9646315,38.34350204,2.434861276,2.163438082,0.116350682,0.506982739,0.001175468,0,0,-1.287241,-1.884079,-1.153045
2001,1.84e-06,16766899,,30,"(2000,2005]",SYR,-1.061459899,12.96758171,37.26411057,2.146406563,2.18481946,0.095640036,0.50538191,0.001199914,0,0,-1.293493,-1.731586,-0.9816101
2002,2.21e-06,17087901,,30,"(2000,2005]",SYR,-1.105431199,18.37190927,36.35449982,1.896402402,2.206412315,0.14786429,0.495934791,0.001520726,0,0,-1.258994,-1.630329,-0.9984136
2003,2.61e-06,17415266,,30,"(2000,2005]",SYR,-0.889496028,16.70090679,35.26194763,1.897650867,2.228218555,0.149811742,0.466877686,0.002067462,0,0,-1.326176,-1.679717,-1.022954
2004,3.53e-06,17806638,,30,"(2000,2005]",SYR,-0.724920809,,37.55448914,2.222413124,2.250240326,0.164486617,0.437338661,0.002567277,0,0,-1.343074,,
2005,5.31e-06,18294611,,30,"(2000,2005]",SYR,-0.741545975,,40.17925262,2.703522648,2.272479534,0.148204364,0.399421873,0.004479981,0,0,-1.27221,,
2006,4.99e-06,18914977,,30,"(2005,2010]",SYR,-0.667311192,-6.272430394,36.86892319,3.334750651,2.294938564,0.155372942,0.349604727,0.005379376,0,0,-1.386726,-1.847129,-1.013365
2007,5.21e-06,19632806,,30,"(2005,2010]",SYR,-0.413031191,4.385660754,40.07299042,3.724790043,2.317619562,0.14857252,0.317836164,0.007782193,0,0,-1.444563,-2.028882,-0.8847381
2008,5.34e-06,20325443,,30,"(2005,2010]",SYR,-0.333192557,2.496156779,39.99692154,3.467150847,2.340524912,0.199135511,0.316645069,0.010916655,0,0,-1.487586,-1.982125,-0.948168
2009,5.13e-06,20824893,,30,"(2005,2010]",SYR,-0.370270789,-4.185622446,40.81118774,2.427559897,2.363656521,0.154614536,0.271817316,0.00965449,0,0,-1.423609,-1.558066,-0.9756209
2010,5.64e-06,21018834,,25,"(2005,2010]",SYR,-0.422917843,9.495366817,40.71615601,0.926984295,2.387016773,0.150300864,0.285532591,0.007440537,0,0,-1.404312,-1.489819,-0.9490492
2011,5.88e-06,20863993,,30,"(2010,2015]",SYR,-0.49292329,4.162064974,44.11187363,-0.739404269,2.412527084,0.172477898,0.586696097,0.024404059,0,0,,,
2012,4.94e-06,20420701,,30,"(2010,2015]",SYR,-0.072390355,-17.40271002,41.94027328,-2.1475709,2.43868351,0.44409531,0.062397607,0.037369207,0,0,,,
2013,4.19e-06,19809141,,20,"(2010,2015]",SYR,-0.115379803,-16.3539018,42.19763565,-3.04056434,2.465506077,0.560191691,0.000801866,0.071169457,0,0,,,
2014,4.34e-06,19203090,,10,"(2010,2015]",SYR,-0.46021682,3.491680631,35.12695313,-3.107229425,2.49301672,0.634441394,0.04729791,0.0391008,0,0,,,
2015,,18734987,,10,"(2010,2015]",SYR,-0.542445302,,34.66507721,-2.467846523,,0.632216786,0.000606815,0.044093274,0,0,,,
2016,,18430453,,10,"(2015,2020]",SYR,-0.902075052,,,-1.638838749,,0.702704457,0.000501864,0.037445835,0,0,,,
1960,,5726,22880,,"(1955,1960]",TCA,,,,,,,,,0,0,,,
1961,,5763,22880,,"(1960,1965]",TCA,,,,0.644096578,,,,,0,0,,,
1962,,5763,22880,,"(1960,1965]",TCA,,,,0,,,,,0,0,,,
1963,,5740,22880,,"(1960,1965]",TCA,,,,-0.399896212,,,,,0,0,,,
1964,,5710,22880,,"(1960,1965]",TCA,,,,-0.524018666,,,,,0,0,,,
1965,,5672,22880,,"(1960,1965]",TCA,,,,-0.667723444,,,,,0,0,,,
1966,,5629,22880,,"(1965,1970]",TCA,,,,-0.760998275,,,,,0,0,,,
1967,,5590,22880,,"(1965,1970]",TCA,,,,-0.695251931,,,,,0,0,,,
1968,,5559,22880,,"(1965,1970]",TCA,,,,-0.55610512,,,,,0,0,,,
1969,,5571,22880,,"(1965,1970]",TCA,,,,0.215633507,,,,,0,0,,,
1970,1.97e-07,5633,22880,,"(1965,1970]",TCA,,,,1.106758887,,,,,0,0,,,
1971,2.13e-07,5756,22880,,"(1970,1975]",TCA,,8.009109096,,2.160062911,,,,,0,0,,,
1972,2.29e-07,5922,22880,,"(1970,1975]",TCA,,7.337880545,,2.843144065,,,,,0,0,,,
1973,2.45e-07,6126,22880,,"(1970,1975]",TCA,,6.610939938,,3.386777873,,,,,0,0,,,
1974,2.61e-07,6346,22880,,"(1970,1975]",TCA,,6.221840849,,3.528268475,,0.416050978,0,0,0,0,,,
1975,2.8e-07,6548,22880,,"(1970,1975]",TCA,,7.034467681,,3.133496635,,0.583155452,0,0,0,0,,,
1976,3.02e-07,6723,22880,,"(1975,1980]",TCA,0.571759164,7.535185725,,2.637482398,,,,,0,0,,,
1977,3.26e-07,6886,22880,,"(1975,1980]",TCA,0.192602769,7.705894143,,2.395588143,,,,,0,0,,,
1978,3.52e-07,7053,22880,,"(1975,1980]",TCA,-0.641498566,7.694317992,,2.396269331,,0.971654736,0,0.000594214,0,0,,,
1979,3.78e-07,7264,22880,,"(1975,1980]",TCA,-0.046463635,7.056770551,,2.947758307,,0.886280362,0,0,0,0,,,
1980,4.03e-07,7519,22880,,"(1975,1980]",TCA,0.477384239,6.491864595,,3.45025091,,0.956165739,0,0,0,0,,,
1981,4.27e-07,7858,22880,,"(1980,1985]",TCA,0.311494261,5.718599878,,4.409897074,,0.962588106,0,0,0,0,,,
1982,4.51e-07,8244,22880,,"(1980,1985]",TCA,0.328930825,5.464867701,,4.795354189,,0.800107024,0,0,0,0,,,
1983,4.75e-07,8669,22880,,"(1980,1985]",TCA,0.058171641,5.198199501,,5.026778086,,0.789022413,0,0,0,0,,,
1984,5.01e-07,9095,22880,,"(1980,1985]",TCA,0.503872156,5.310015142,,4.797136808,,0.938307143,0,0,0,0,,,
1985,4.89e-07,9506,22880,,"(1980,1985]",TCA,0.378536105,-2.342673689,,4.419836622,,0.914623966,0,0,0,0,,,
1986,5.13e-07,9875,22880,,"(1985,1990]",TCA,0.551919162,4.722492413,,3.80831326,,0.941893233,0,0,0,0,,,
1987,5.62e-07,10224,22880,,"(1985,1990]",TCA,-0.474913418,9.153386978,,3.473158685,,0.928084492,0,0,0,0,,,
1988,6.19e-07,10582,22880,,"(1985,1990]",TCA,0.619493425,9.696384983,,3.441654685,,0.942927577,0,0,0,0,,,
1989,6.78e-07,11017,22880,,"(1985,1990]",TCA,0.312017143,9.038150858,,4.028508988,,0.79533704,0,0,0,0,,,
1990,7.16e-07,11552,22880,,"(1985,1990]",TCA,0.778170228,5.443920646,,4.741904779,,0.88755814,0,0,0,0,,,
1991,7.34e-07,12206,22880,,"(1990,1995]",TCA,0.687250853,2.500191403,,5.506905197,,0.437226846,0,0.000195737,0,0,,,
1992,7.31e-07,12968,22880,,"(1990,1995]",TCA,0.046418052,-0.386574757,,6.055715031,,0.363381137,0,0,0,0,,,
1993,7.68e-07,13789,22880,,"(1990,1995]",TCA,0.301721364,4.894464794,,6.138638843,,0.577903352,0,0.038228403,0,0,,,
1994,7.98e-07,14597,22880,,"(1990,1995]",TCA,-0.222737595,3.828084135,,5.694485529,,0.580356232,0,0,0,0,,,
1995,8.31e-07,15332,22880,,"(1990,1995]",TCA,0.028844558,4.085774694,,4.912611937,,0.673231243,0.01314851,0.017448884,0,0,,,
1996,7.25e-07,15966,22880,,"(1995,2000]",TCA,-0.291559845,-13.67045202,,4.051931371,,0.564556794,0.364823597,0.012823207,0,0,,,
1997,5.27e-07,16528,22880,,"(1995,2000]",TCA,0.357135653,,,3.459445115,,0.658621013,0,0.001513291,0,0,,,
1998,4.71e-07,17115,22880,,"(1995,2000]",TCA,0.790089548,-11.16735642,,3.48993596,,0.605632751,0.001209833,0.003344534,0,0,,,
1999,5.42e-07,17864,22880,,"(1995,2000]",TCA,0.769500136,14.09065238,,4.283224256,,0.474932569,0.000128699,0.002963498,0,0,,,
2000,6.13e-07,18873,22880,,"(1995,2000]",TCA,0.667108834,12.28842584,,5.494481472,,0.508242837,0.000775353,0.010284394,0,0,,,
2001,5.32e-07,20185,22880,,"(2000,2005]",TCA,0.365490586,-14.13706108,,6.720742505,,0.444189306,0.005370208,0.01074482,0,0,,,
2002,5.87e-07,21742,22880,,"(2000,2005]",TCA,0.814631641,9.713081994,,7.430611948,,0.34188527,0.012425866,0.000938633,0,0,,,
2003,5.45e-07,23410,22880,,"(2000,2005]",TCA,0.195525542,-7.391740772,,7.391740772,,0.412323173,0.006221679,0.005183438,0,0,,,
2004,1.16e-05,25028,22880,,"(2000,2005]",TCA,0.527157664,,,6.683191663,,0.514861484,0.009223532,0.058351209,0,0,,,
2005,1.24e-05,26448,22880,,"(2000,2005]",TCA,0.4561387,7.068000904,,5.518534294,,0.733385191,0.009542987,0.002744856,0,0,,,
2006,8.2e-06,27642,22880,,"(2005,2010]",TCA,0.362114787,,,4.41558141,,0.588849823,0.00256027,0.007492288,0,0,,,
2007,7.89e-06,28640,22880,,"(2005,2010]",TCA,1.00115788,-3.774965057,,3.546798691,,0.245216939,0.008210226,0.010352204,0,0,,,
2008,1.38e-05,29481,22880,,"(2005,2010]",TCA,1.049754739,,,2.894164596,,0.318936301,0.100327433,0.016143082,0,0,,,
2009,1.05e-05,30245,22880,,"(2005,2010]",TCA,0.744109869,-27.27277766,,2.558489351,,0.364458601,0.056359979,0.017541169,0,0,,,
2010,7.49e-06,30994,22880,,"(2005,2010]",TCA,0.597581267,,,2.446275581,,0.285202067,0.005132684,0.083193424,0,0,,,
2011,8.2e-06,31731,22880,,"(2010,2015]",TCA,0.785381317,9.074925488,,2.350048365,,0.251975602,0.028629484,0.059342819,0,0,,,
2012,8.3e-06,32431,22880,,"(2010,2015]",TCA,0.395766705,1.213609515,,2.182063448,,0.109675541,0.595936719,0.009769971,0,0,,,
2013,8.03e-06,33108,22880,,"(2010,2015]",TCA,0.615864515,-3.336528703,,2.066018953,,0.324075335,0.013938435,0.022709588,0,0,,,
2014,2.39e-06,33739,22880,,"(2010,2015]",TCA,0.59611237,,,1.887949324,,0.266648533,0.181677608,0.0164377,0,0,,,
2015,,34339,22880,,"(2010,2015]",TCA,0.400395215,,,1.762729622,,0.219459527,0.36569172,0.012624823,0,0,,,
2016,,34900,22880,,"(2015,2020]",TCA,0.33102414,,,1.620509472,,0.382442113,0,0.004706748,0,0,,,
1960,1.94e-06,3001593,1930,,"(1955,1960]",TCD,,,,,,,,,0,0,,,
1961,1.98e-06,3060355,1930,,"(1960,1965]",TCD,,1.809466398,,1.938777457,,,,,0,0,,,
1962,2.2e-06,3121216,1930,,"(1960,1965]",TCD,-0.377284884,10.64601048,,1.969174717,,0.943184151,0.034234769,0.000417352,0,0,,,
1963,1.98e-06,3183551,1930,,"(1960,1965]",TCD,-0.735771656,-10.52199768,,1.977457097,,0.985068967,0.00558571,0,0,0,,,
1964,1.95e-06,3246505,1930,,"(1960,1965]",TCD,-0.306811422,-1.819493408,,1.958179264,,0.957630639,0.027152194,0,0,0,,,
1965,2e-06,3309573,1930,,"(1960,1965]",TCD,-0.572253168,2.928598919,,1.924014496,,0.948605911,0.037500583,0.000830656,0,0,,,
1966,1.95e-06,3372170,1930,,"(1965,1970]",TCD,-0.557744086,-2.826846448,,1.873727601,,0.968009351,0.006664448,0.000807708,0,0,,,
1967,1.94e-06,3434811,1930,,"(1965,1970]",TCD,-0.72577405,-0.569168718,,1.840544827,,0.978117742,0.00620749,0,0,0,,,
1968,1.91e-06,3499352,1930,,"(1965,1970]",TCD,-0.131673336,-1.294065629,,1.861590617,,0.969589718,7.45e-05,3.91e-05,0,0,,,
1969,2.02e-06,3568376,1930,,"(1965,1970]",TCD,-0.624355555,5.660622943,,1.953278183,,0.978894228,3.78e-05,0.000114287,0,0,,,
1970,2.17e-06,3643549,1930,,"(1965,1970]",TCD,-1.012729526,7.121471542,15.78473091,2.084761631,,0.976942146,0.000249803,0,0,0,,,
1971,2.2e-06,3726091,1930,,"(1970,1975]",TCD,-0.746663392,1.228175391,13.42400265,2.240148821,,0.975014251,5.97e-05,1.07e-05,0,0,,,
1972,1.97e-06,3815103,1930,,"(1970,1975]",TCD,-0.677609444,-10.80667526,15.66891575,2.360796821,,0.887730999,0.073300781,1.89e-05,0,0,,,
1973,1.82e-06,3907632,1930,,"(1970,1975]",TCD,-0.629447401,-8.207358462,15.81592941,2.396390087,,0.880172947,0.084644436,0.007407481,0,0,,,
1974,1.95e-06,3999512,1930,,"(1970,1975]",TCD,-0.592149615,7.066322695,17.29046631,2.324078974,,0.941753511,0.040597929,0.007781472,0,0,,,
1975,2.01e-06,4087948,1930,,"(1970,1975]",TCD,-0.339395434,3.098365399,17.56930351,2.187077899,,0.918410965,0.04354562,1.3e-05,0,0,,,
1976,1.82e-06,4172230,1930,,"(1975,1980]",TCD,-0.940211773,-10.00989649,18.53595734,2.040753239,,0.962320743,9.3e-05,0,0,0,,,
1977,1.76e-06,4253989,1930,,"(1975,1980]",TCD,-0.551357448,-3.188544289,20.00869179,1.940646592,,0.969456391,0,0.001220317,0,0,,,
1978,1.85e-06,4335645,1930,,"(1975,1980]",TCD,-1.077507734,4.807606702,17.92145348,1.901325712,,0.946770135,0,8.58e-05,0,0,,,
1979,1.11e-06,4420716,1930,,"(1975,1980]",TCD,-1.11136961,,12.48792934,1.943128583,,0.917164664,0,0,0,0,,,
1980,1e-06,4512042,1930,,"(1975,1980]",TCD,-0.832034469,-9.878951226,10.48802471,2.044814874,,0.836989384,3.36e-05,5.44e-05,0,0,,,
