Year,Penn_GDP_PPP,population,GNIpc,PropertyRights,period,ccode,eci,GDP_pc_growth,KOF_econ,pop_growth,hc,primary_exports_1_share_country,oil_exports_share_country,coal_and_metal_exports_share_country,AdvancedCountry,OPECdummy,political_rel,economic_rel,legal_rel
2000,1.1e-05,2367550,29780,50,"(1995,2000]",LVA,0.414836913,4.722503176,65.29151154,-0.963935407,2.829948902,0.212908769,0.193632221,0.032307772,1,0,0.6987727,0.7026343,0.320172
2001,1.18e-05,2337170,29780,50,"(2000,2005]",LVA,0.530999064,7.000544773,70.43828583,-1.291486944,2.856259346,0.209279817,0.157693009,0.035799974,1,0,0.7200087,0.7140786,0.2542722
2002,1.26e-05,2310173,29780,50,"(2000,2005]",LVA,0.635626554,6.647362492,69.34324646,-1.161838224,2.882814407,0.223244069,0.117027918,0.039237571,1,0,0.8203617,0.7676591,0.2033168
2003,1.3e-05,2287955,29780,50,"(2000,2005]",LVA,0.628195107,2.799637852,72.59651947,-0.966400801,2.909616709,0.214979949,0.10209023,0.033705953,1,0,0.7011299,0.8524142,0.3935137
2004,1.35e-05,2263122,29780,50,"(2000,2005]",LVA,0.51956898,3.94859051,77.29898071,-1.091312956,2.936667681,0.18328572,0.177403393,0.031196583,1,0,0.7491379,0.6779147,0.1338426
2005,1.48e-05,2238799,29780,50,"(2000,2005]",LVA,0.604602635,9.076145813,77.60961151,-1.080571457,2.963970423,0.172269993,0.197974457,0.029479546,1,0,0.7721879,0.6958912,0.2862034
2006,1.63e-05,2218357,29780,50,"(2005,2010]",LVA,0.484311879,9.622829691,77.45518494,-0.917272957,2.976945639,0.16094196,0.203555253,0.030121602,1,0,0.8165305,0.7878127,0.3228885
2007,1.78e-05,2200325,29780,50,"(2005,2010]",LVA,0.645431578,8.992780131,79.16275024,-0.816175507,2.989977837,0.170667514,0.140542103,0.029873166,1,0,0.658056,0.824543,0.3709353
2008,1.84e-05,2177322,29780,55,"(2005,2010]",LVA,0.58529681,3.082945517,77.43667603,-1.050939544,3.003067017,0.157266028,0.115725746,0.038685278,1,0,0.6248956,0.7816691,0.3672481
2009,1.62e-05,2141669,29780,55,"(2005,2010]",LVA,0.650899112,-12.40551624,74.14594269,-1.651024968,3.016213417,0.164013098,0.100606442,0.03105701,1,0,0.5592727,0.6651441,0.3502929
2010,1.68e-05,2097555,29780,55,"(2005,2010]",LVA,0.624149024,3.117821025,78.27984619,-2.08130509,3.029417515,0.19624777,0.068878539,0.040590252,1,0,0.5504053,0.5018701,0.3379208
2011,1.85e-05,2059709,29780,50,"(2010,2015]",LVA,0.665396631,9.709318132,79.15913391,-1.820767002,3.042929411,0.190046756,0.113627717,0.04794161,1,0,,,
2012,2e-05,2034319,29780,50,"(2010,2015]",LVA,0.616009533,8.037335333,80.2665863,-1.240359153,3.056586266,0.203295806,0.103754408,0.041271225,1,0,,,
2013,2.11e-05,2012647,29780,50,"(2010,2015]",LVA,0.597826183,5.244340005,80.18061829,-1.071034803,3.070390701,0.209113763,0.094930656,0.039718004,1,0,,,
2014,2.25e-05,1993782,29780,50,"(2010,2015]",LVA,0.635998547,6.348129276,80.60829163,-0.941743354,3.08434391,0.199383808,0.115151463,0.041675352,1,0,,,
2015,,1977527,29780,50,"(2010,2015]",LVA,0.481936216,,81.01280212,-0.818626341,,0.201283211,0.057581789,0.040087238,1,0,,,
2016,,1959537,29780,50,"(2015,2020]",LVA,0.523476005,,,-0.913885332,,0.205105628,0.047523983,0.041388037,1,0,,,
1960,,167796,113800,,"(1955,1960]",MAC,,,,,,,,,0,0,,,
1961,,170465,113800,,"(1960,1965]",MAC,,,,1.578104121,,,,,0,0,,,
1962,,176188,113800,,"(1960,1965]",MAC,1.890612245,,,3.30216097,,0.00231538,0,0,0,0,,,
1963,,184250,113800,,"(1960,1965]",MAC,,,,4.474192431,,,,,0,0,,,
1964,,193563,113800,,"(1960,1965]",MAC,,,,4.930950981,,0.980804628,0,0,0,0,,,
1965,,203231,113800,,"(1960,1965]",MAC,,,,4.874022225,,,,,0,0,,,
1966,,213196,113800,,"(1965,1970]",MAC,,,,4.786866727,,,,,0,0,,,
1967,,223420,113800,,"(1965,1970]",MAC,,,,4.684147775,,,,,0,0,,,
1968,,233004,113800,,"(1965,1970]",MAC,,,,4.200221266,,,,,0,0,,,
1969,,240842,113800,,"(1965,1970]",MAC,1.602550387,,,3.308549603,,0,0,0,0,0,,,
1970,5.64e-06,246195,113800,,"(1965,1970]",MAC,1.166544199,,,2.198278802,1.624300718,0.185030739,0.000345766,0.001327503,0,0,,,
1971,6.02e-06,248739,113800,,"(1970,1975]",MAC,1.188479543,6.592184169,,1.02802491,1.649398208,0.176114564,2.05e-05,0.003511428,0,0,,,
1972,6.53e-06,248767,113800,,"(1970,1975]",MAC,1.079522848,8.121531945,,0.011256146,1.674883366,0.138675981,0,0.005316014,0,0,,,
1973,8.18e-06,246947,113800,,"(1970,1975]",MAC,0.824813664,22.51851802,,-0.734297671,1.700762272,0.080508742,9.11e-05,0.001427863,0,0,,,
1974,8.57e-06,244284,113800,,"(1970,1975]",MAC,0.6942994,4.629409933,,-1.084225583,1.722619414,0.084815729,3.18e-05,0.004938878,0,0,,,
1975,9.34e-06,241628,113800,,"(1970,1975]",MAC,0.668528974,8.609306134,,-1.093212949,1.742643237,0.086397899,0,0.001515648,0,0,,,
1976,9.82e-06,239085,113800,,"(1975,1980]",MAC,0.54342556,5.06951735,,-1.058021615,1.759435177,0.076838976,0,0.000851118,0,0,,,
1977,1.08e-05,236695,113800,,"(1975,1980]",MAC,0.524418473,9.556719381,,-1.004674473,1.776389003,0.102437491,0,0.000934061,0,0,,,
1978,1.18e-05,235198,113800,,"(1975,1980]",MAC,0.332524389,9.13750277,,-0.634467992,1.793506145,0.105986502,2.52e-05,0.003849331,0,0,,,
1979,1.26e-05,235479,113800,,"(1975,1980]",MAC,0.385885209,5.805064289,,0.119402492,1.810788155,0.115435736,0.000239651,0.001038039,0,0,,,
1980,1.32e-05,238118,113800,,"(1975,1980]",MAC,0.433863997,5.027114489,,1.114461162,1.828236818,0.080006186,0.000827206,0.001142217,0,0,,,
1981,1.4e-05,243427,113800,,"(1980,1985]",MAC,0.423003137,6.138540925,,2.205075379,1.842640877,0.082348242,4.45e-05,0.001163409,0,0,,,
1982,1.39e-05,251219,113800,,"(1980,1985]",MAC,0.510650456,-0.988589268,,3.150796576,1.857158542,0.122626323,0.000190544,0.015001445,0,0,,,
1983,1.53e-05,260997,113800,,"(1980,1985]",MAC,0.595370173,9.651761811,,3.818384433,1.871790528,0.106974778,4.06e-05,0.001524344,0,0,,,
1984,1.59e-05,271993,113800,,"(1980,1985]",MAC,0.546358109,3.957208951,,4.126741767,1.88653779,0.094522612,0.000160989,0.00060719,0,0,,,
1985,1.51e-05,283581,113800,,"(1980,1985]",MAC,0.220509678,-5.424464329,,4.172146597,1.901401281,0.09582773,0.0002524,0.000808685,0,0,,,
1986,1.6e-05,295677,113800,,"(1985,1990]",MAC,0.207015783,6.092509006,,4.176984565,1.917019844,0.088385734,0.000175022,0.001320047,0,0,,,
1987,1.84e-05,308275,113800,,"(1985,1990]",MAC,0.40915367,13.70197358,,4.172459946,1.932766676,0.066477568,0.000145191,0.001031776,0,0,,,
1988,1.98e-05,320877,113800,,"(1985,1990]",MAC,0.40177846,7.223699995,,4.006563037,1.94864285,0.059978557,0.000147602,0.001038016,0,0,,,
1989,2.07e-05,332901,113800,,"(1985,1990]",MAC,0.254569858,4.498804788,,3.678727635,1.964649439,0.055526449,8.82e-05,0.001470314,0,0,,,
1990,2.32e-05,343935,113800,,"(1985,1990]",MAC,0.259420514,11.71911955,,3.260753755,1.980787635,0.047879519,0.000111754,0.001430983,0,0,,,
1991,2.5e-05,353764,113800,,"(1990,1995]",MAC,0.267821282,7.394930828,,2.817733812,1.998164177,0.050765013,0.000473922,0.00172922,0,0,,,
1992,2.88e-05,362459,113800,,"(1990,1995]",MAC,0.242597252,13.93901281,,2.42813403,2.015693188,0.042186969,0.00025915,0.003360045,0,0,,,
1993,2.98e-05,370345,113800,,"(1990,1995]",MAC,0.089816622,3.43795798,,2.152363918,2.033375978,0.061235055,0.000276106,0.002886455,0,0,,,
1994,3.05e-05,377960,113800,,"(1990,1995]",MAC,0.089257956,2.50534161,,2.035336629,2.05121398,0.051273196,0.005405906,0.00129528,0,0,,,
1995,3.22e-05,385686,113800,,"(1990,1995]",MAC,-0.098245464,5.435258033,,2.0235197,2.069208384,0.041517686,7.66e-05,0.001364835,0,0,,,
1996,3.1e-05,393567,113800,,"(1995,2000]",MAC,-0.152883455,-4.013526106,,2.022775329,2.095574617,0.032724212,0.004517427,0.004417963,0,0,,,
1997,2.99e-05,401564,113800,,"(1995,2000]",MAC,-0.000505348,-3.372316812,,2.011560273,2.122276545,0.028904886,0.004733161,0.003792918,0,0,,,
1998,2.81e-05,409837,113800,,"(1995,2000]",MAC,-0.171535134,-6.501945521,,2.039259675,2.149318933,0.030352393,0.004259842,0.002837734,0,0,,,
1999,2.68e-05,418604,113800,,"(1995,2000]",MAC,0.021829436,-4.406877151,,2.116584595,2.176705837,0.02257917,0.00426824,0.001603322,0,0,,,
2000,2.75e-05,427979,113800,,"(1995,2000]",MAC,-0.061425302,2.350326421,,2.214876333,2.204441547,0.014910637,0.006970882,0.00089369,0,0,,,
2001,2.75e-05,438081,113800,,"(2000,2005]",MAC,-0.091178596,0.232470135,,2.332969583,2.231682301,0.01406481,0.006538728,0.001358954,0,0,,,
2002,2.98e-05,448896,113800,,"(2000,2005]",MAC,-0.100202233,7.888484858,,2.438741029,2.259259462,0.00604264,0.004190971,0.00060545,0,0,,,
2003,3.44e-05,460147,113800,,"(2000,2005]",MAC,-0.078676209,14.20409257,,2.475476857,2.287177563,0.006235013,0.004664071,0.001434621,0,0,,,
2004,4.24e-05,471453,113800,,"(2000,2005]",MAC,-0.461455971,21.12893278,,2.427341159,2.315440655,0.003339984,0.007026823,0.003649174,0,0,,,
2005,4.44e-05,482559,113800,,"(2000,2005]",MAC,0.130263731,4.426346652,,2.328377786,2.34405303,0.003671535,0.010168043,0.004110916,0,0,,,
2006,5.1e-05,493320,113800,,"(2005,2010]",MAC,0.070486903,13.91528053,,2.20548576,2.389871836,0.005003947,0.01201692,0.005397977,0,0,,,
2007,5.97e-05,503823,113800,,"(2005,2010]",MAC,0.425140798,15.75650857,,2.106696522,2.43658638,0.004595421,0.010683349,0.005985769,0,0,,,
2008,6.6e-05,514348,113800,,"(2005,2010]",MAC,0.557436109,10.07824704,,2.067506325,2.484214306,0.007709654,0.01135659,0.007717286,0,0,,,
2009,7.12e-05,525313,113800,60,"(2005,2010]",MAC,0.617101848,7.572243869,,2.109419625,2.532772779,0.009990159,0.005342918,0.008664127,0,0,,,
2010,9.36e-05,536969,113800,60,"(2005,2010]",MAC,0.655730188,27.33401755,,2.194608931,2.574973345,0.003053901,9.63e-05,0.002852372,0,0,,,
2011,0.000122322,549439,113800,60,"(2010,2015]",MAC,0.81166786,26.77523963,,2.295739295,2.611405134,0.002830005,0.00088679,0.002468803,0,0,,,
2012,0.000126305,562531,113800,60,"(2010,2015]",MAC,0.698478103,3.204379042,,2.3548486,2.649302959,0.006088635,6.84e-05,0.005129031,0,0,,,
2013,0.000125592,575841,113800,60,"(2010,2015]",MAC,0.620301604,-0.565547218,,2.338533725,2.688740492,0.005671135,0.000471282,0.00496376,0,0,,,
2014,0.000129416,588781,113800,60,"(2010,2015]",MAC,0.832112789,2.999287997,,2.222271695,2.729795456,0.003182996,5.81e-05,0.001825235,0,0,,,
2015,,600942,113800,60,"(2010,2015]",MAC,0.638115048,,,2.044412618,,0.003799348,0.000163014,0.002227114,0,0,,,
2016,,612167,113800,60,"(2015,2020]",MAC,0.893614411,,,1.850669705,,0.003832325,0.000233214,0.002109717,0,0,,,
1960,,4279,,,"(1955,1960]",MAF,,,,,,,,,0,0,,,
1961,,4453,,,"(1960,1965]",MAF,,,,3.98586889,,,,,0,0,,,
1962,,4566,,,"(1960,1965]",MAF,,,,2.505952177,,,,,0,0,,,
1963,,4656,,,"(1960,1965]",MAF,,,,1.951916232,,,,,0,0,,,
1964,,4748,,,"(1960,1965]",MAF,,,,1.956676632,,,,,0,0,,,
1965,,4841,,,"(1960,1965]",MAF,,,,1.939783421,,,,,0,0,,,
1966,,4936,,,"(1965,1970]",MAF,,,,1.943397565,,,,,0,0,,,
1967,,5033,,,"(1965,1970]",MAF,,,,1.946094119,,,,,0,0,,,
1968,,5161,,,"(1965,1970]",MAF,,,,2.511413137,,,,,0,0,,,
1969,,5303,,,"(1965,1970]",MAF,,,,2.714233899,,,,,0,0,,,
1970,,5450,,,"(1965,1970]",MAF,,,,2.734291052,,,,,0,0,,,
1971,,5601,,,"(1970,1975]",MAF,,,,2.732954455,,,,,0,0,,,
1972,,5756,,,"(1970,1975]",MAF,,,,2.72976358,,,,,0,0,,,
1973,,5915,,,"(1970,1975]",MAF,,,,2.724870841,,,,,0,0,,,
1974,,6078,,,"(1970,1975]",MAF,,,,2.718419706,,,,,0,0,,,
1975,,6291,,,"(1970,1975]",MAF,,,,3.444434609,,,,,0,0,,,
1976,,6530,,,"(1975,1980]",MAF,,,,3.72869027,,,,,0,0,,,
1977,,6778,,,"(1975,1980]",MAF,,,,3.72751299,,,,,0,0,,,
1978,,7035,,,"(1975,1980]",MAF,,,,3.721561738,,,,,0,0,,,
1979,,7303,,,"(1975,1980]",MAF,,,,3.738753207,,,,,0,0,,,
1980,,7580,,,"(1975,1980]",MAF,,,,3.722797702,,,,,0,0,,,
1981,,7868,,,"(1980,1985]",MAF,,,,3.729070087,,,,,0,0,,,
1982,,8670,,,"(1980,1985]",MAF,,,,9.706489027,,,,,0,0,,,
1983,,10547,,,"(1980,1985]",MAF,,,,19.59726685,,,,,0,0,,,
1984,,12790,,,"(1980,1985]",MAF,,,,19.28221563,,,,,0,0,,,
1985,,15392,,,"(1980,1985]",MAF,,,,18.51842783,,,,,0,0,,,
1986,,18337,,,"(1985,1990]",MAF,,,,17.50729826,,,,,0,0,,,
1987,,21628,,,"(1985,1990]",MAF,,,,16.5067895,,,,,0,0,,,
1988,,24873,,,"(1985,1990]",MAF,,,,13.97941063,,,,,0,0,,,
1989,,27676,,,"(1985,1990]",MAF,,,,10.67827338,,,,,0,0,,,
1990,,30036,,,"(1985,1990]",MAF,,,,8.18310506,,,,,0,0,,,
1991,,31821,,,"(1990,1995]",MAF,,,,5.772978695,,,,,0,0,,,
1992,,32892,,,"(1990,1995]",MAF,,,,3.310301792,,,,,0,0,,,
1993,,33238,,,"(1990,1995]",MAF,,,,1.04643326,,,,,0,0,,,
1994,,33098,,,"(1990,1995]",MAF,,,,-0.422094211,,,,,0,0,,,
1995,,32712,,,"(1990,1995]",MAF,,,,-1.173087453,,,,,0,0,,,
1996,,32102,,,"(1995,2000]",MAF,,,,-1.882364957,,,,,0,0,,,
1997,,31304,,,"(1995,2000]",MAF,,,,-2.517244858,,,,,0,0,,,
1998,,30358,,,"(1995,2000]",MAF,,,,-3.06858107,,,,,0,0,,,
1999,,29305,,,"(1995,2000]",MAF,,,,-3.530192428,,,,,0,0,,,
2000,,28384,,,"(1995,2000]",MAF,,,,-3.19325438,,,,,0,0,,,
2001,,27782,,,"(2000,2005]",MAF,,,,-2.143727715,,,,,0,0,,,
2002,,27450,,,"(2000,2005]",MAF,,,,-1.202216102,,,,,0,0,,,
2003,,27363,,,"(2000,2005]",MAF,,,,-0.317443209,,,,,0,0,,,
2004,,27514,,,"(2000,2005]",MAF,,,,0.550323017,,,,,0,0,,,
2005,,27906,,,"(2000,2005]",MAF,,,,1.414675343,,,,,0,0,,,
2006,,28414,,,"(2005,2010]",MAF,,,,1.804026198,,,,,0,0,,,
2007,,28905,,,"(2005,2010]",MAF,,,,1.713260908,,,,,0,0,,,
2008,,29376,,,"(2005,2010]",MAF,,,,1.61634239,,,,,0,0,,,
2009,,29820,,,"(2005,2010]",MAF,,,,1.50012949,,,,,0,0,,,
2010,,30235,,,"(2005,2010]",MAF,,,,1.382088439,,,,,0,0,,,
2011,,30615,,,"(2010,2015]",MAF,,,,1.24898912,,,,,0,0,,,
2012,,30959,,,"(2010,2015]",MAF,,,,1.117366353,,,,,0,0,,,
2013,,31264,,,"(2010,2015]",MAF,,,,0.98035274,,,,,0,0,,,
2014,,31530,,,"(2010,2015]",MAF,,,,0.84721977,,,,,0,0,,,
2015,,31754,,,"(2010,2015]",MAF,,,,0.70792281,,,,,0,0,,,
2016,,31949,,,"(2015,2020]",MAF,,,,0.612217977,,,,,0,0,,,
1960,1.28e-06,12328532,8410,,"(1955,1960]",MAR,,,,,1.046070337,,,,0,0,,,
1961,1.59e-06,12710547,8410,,"(1960,1965]",MAR,,21.43236724,,3.051587037,1.049965262,,,,0,0,,,
1962,1.76e-06,13094818,8410,,"(1960,1965]",MAR,-0.029688666,10.55684387,,2.978445817,1.05387485,0.910447258,0.000589367,0.127483043,0,0,,,
1963,2.01e-06,13478232,8410,,"(1960,1965]",MAR,-0.068998955,12.8428605,,2.885936018,1.057798862,0.925518955,0.000421442,0.09451742,0,0,,,
1964,2.08e-06,13857142,8410,,"(1960,1965]",MAR,-0.110240042,3.396623085,,2.772482798,1.061737537,0.929331131,0.001276257,0.112582773,0,0,,,
1965,1.99e-06,14229044,8410,,"(1960,1965]",MAR,-0.291462332,-4.156047242,,2.648446024,1.065690756,0.93418207,0.001625339,0.120390981,0,0,,,
1966,1.87e-06,14593284,8410,,"(1965,1970]",MAR,-0.167339548,-6.066465096,,2.527619505,1.068304181,0.920559122,0.001471606,0.114509328,0,0,,,
1967,1.89e-06,14950803,8410,,"(1965,1970]",MAR,-0.30119282,0.696091267,,2.420358789,1.070923924,0.911410321,0.002115711,0.109932205,0,0,,,
1968,1.97e-06,15302947,8410,,"(1965,1970]",MAR,-0.206344947,4.121930285,,2.328041346,1.073550105,0.894927562,0.003994689,0.10035102,0,0,,,
1969,2.14e-06,15651924,8410,,"(1965,1970]",MAR,-0.238732055,8.624314002,,2.25484245,1.076182723,0.902204202,0.000141564,0.099570979,0,0,,,
1970,2e-06,16000008,8410,,"(1965,1970]",MAR,-0.217507482,-6.896093543,28.96420479,2.199537351,1.078821778,0.896584341,0.00242914,0.099552889,0,0,,,
1971,2.09e-06,16347198,8410,,"(1970,1975]",MAR,0.00097244,4.462239062,29.06033134,2.146728427,1.087389827,0.853569697,0.001628575,0.075042242,0,0,,,
1972,2.1e-06,16695003,8410,,"(1970,1975]",MAR,0.009175003,0.253289164,29.33004761,2.105294658,1.096025944,0.85408024,0.001216288,0.070197048,0,0,,,
1973,2.11e-06,17049165,8410,,"(1970,1975]",MAR,-0.120837629,0.737683403,28.49939346,2.099177583,1.104730606,0.854041857,0.004470302,0.072546792,0,0,,,
1974,2.23e-06,17416964,8410,,"(1970,1975]",MAR,0.006393147,5.284813826,31.06258583,2.134344488,1.113504529,0.877704839,0.007699302,0.068528848,0,0,,,
1975,2.3e-06,17803698,8410,,"(1970,1975]",MAR,0.069337308,3.3829841,30.19121933,2.196151473,1.122347951,0.864022886,0.008050311,0.042150092,0,0,,,
1976,2.5e-06,18210754,8410,,"(1975,1980]",MAR,-0.060243368,7.963592735,31.51545906,2.260611017,1.131671667,0.745867376,0.010541173,0.049822081,0,0,,,
1977,2.52e-06,18636977,8410,,"(1975,1980]",MAR,0.007425868,0.914444112,32.92695618,2.313531929,1.14107275,0.67812441,0.010568597,0.068459875,0,0,,,
1978,2.61e-06,19081718,8410,,"(1975,1980]",MAR,-0.204906538,3.528836714,32.0137558,2.35830859,1.150552034,0.767018997,0.009426121,0.06711617,0,0,,,
1979,2.7e-06,19543347,8410,,"(1975,1980]",MAR,-0.288639218,3.4918749,32.42728424,2.390421771,1.160109997,0.725786823,0.025031311,0.100659797,0,0,,,
1980,2.66e-06,20019847,8410,,"(1975,1980]",MAR,-0.127584651,-1.421990089,28.45552826,2.408920989,1.169747353,0.556058653,0.031069393,0.062807755,0,0,,,
1981,2.64e-06,20511601,8410,,"(1980,1985]",MAR,-0.143873826,-0.707004919,32.55325317,2.426649702,1.183904171,0.541470295,0.019341555,0.046953568,0,0,,,
1982,2.89e-06,21016818,8410,,"(1980,1985]",MAR,-0.080216095,9.019558711,32.67371368,2.433234583,1.198232293,0.452905387,0.021127956,0.041640319,0,0,,,
1983,3.03e-06,21528502,8410,,"(1980,1985]",MAR,-0.089144044,4.447176869,33.1493454,2.405475727,1.212733865,0.42521388,0.02405785,0.04160023,0,0,,,
1984,3.21e-06,22037610,8410,,"(1980,1985]",MAR,-0.165384069,5.798718107,35.18783569,2.337280758,1.227410913,0.401971223,0.01484665,0.036739179,0,0,,,
1985,3.45e-06,22537376,8410,,"(1980,1985]",MAR,-0.248599693,7.172156065,37.634552,2.242454737,1.242265582,0.388587031,0.020276163,0.034213378,0,0,,,
1986,3.72e-06,23023935,8410,,"(1985,1990]",MAR,-0.311628997,7.784368512,35.96199036,2.135924043,1.258816361,0.373252635,0.010146597,0.026430632,0,0,,,
1987,3.75e-06,23497766,8410,,"(1985,1990]",MAR,-0.40993914,0.657727733,36.46677399,2.03710258,1.275587797,0.322044919,0.012061116,0.026759943,0,0,,,
1988,4.09e-06,23961820,8410,,"(1985,1990]",MAR,-0.395667523,8.769386257,36.02319336,1.955637749,1.292582512,0.311623285,0.010212653,0.028583007,0,0,,,
1989,4.1e-06,24421191,8410,,"(1985,1990]",MAR,-0.33076635,0.146089082,35.91688538,1.89895087,1.309803843,0.324140589,0.011412513,0.02909669,0,0,,,
1990,4.09e-06,24879136,8410,,"(1985,1990]",MAR,-0.480027467,-0.092307304,37.33710098,1.857830159,1.327254415,0.285116435,0.01536523,0.023655593,0,0,-0.4708827,-0.2085426,-0.6917341
1991,4.49e-06,25336862,8410,,"(1990,1995]",MAR,-0.457921594,9.136942069,37.62874985,1.823079081,1.34702611,0.297429422,0.013409878,0.020177649,0,0,-0.6409779,-0.3626482,-0.8754233
1992,4.43e-06,25791494,8410,,"(1990,1995]",MAR,-0.418607742,-1.183234732,38.80875778,1.778441625,1.367092371,0.259246126,0.016020083,0.01712332,0,0,-0.5885038,-0.3560735,-0.2612024
1993,4.42e-06,26237417,8410,,"(1990,1995]",MAR,-0.573023379,-0.405077835,42.51498795,1.714177409,1.38745749,0.238518817,0.013043004,0.022019916,0,0,-0.5027308,-0.4648254,-0.519225
1994,4.87e-06,26667048,8410,,"(1990,1995]",MAR,-0.593357146,9.768550847,42.65756226,1.624212417,1.408125997,0.25056961,0.008650049,0.024472373,0,0,-0.4541578,-0.5569583,-0.5561949
1995,4.74e-06,27075232,8410,70,"(1990,1995]",MAR,-0.7545228,-2.675724774,43.42070007,1.519071574,1.429102421,0.247158321,0.009919121,0.024575577,0,0,-0.6243816,-0.6578461,-0.4287877
1996,5.47e-06,27460603,8410,70,"(1995,2000]",MAR,-0.739507496,14.36356896,38.5619278,1.413299767,1.452084303,0.24109181,0.010219987,0.023068376,0,0,-0.43043,-0.642817,-0.1144153
1997,5.02e-06,27825901,8410,70,"(1995,2000]",MAR,-0.665005147,-8.702584093,38.73033524,1.321491828,1.475435734,0.233599594,0.011966488,0.022785007,0,0,-0.3951636,-0.6463056,-0.1344256
1998,4.99e-06,28175263,8410,50,"(1995,2000]",MAR,-0.723280251,-0.450570788,37.26134109,1.247711681,1.499162555,0.21546501,0.016781449,0.020574573,0,0,-0.2729842,-0.6040034,-0.0435652
1999,4.73e-06,28514798,8410,50,"(1995,2000]",MAR,-0.650756478,-5.513998318,38.2963295,1.197878619,1.523271084,0.209517451,0.02109499,0.01882463,0,0,-0.321384,-0.5933061,-0.0496109
2000,4.5e-06,28849621,8410,50,"(1995,2000]",MAR,-0.675756752,-4.921636782,41.17220688,1.167367536,1.547767282,0.194612188,0.044702684,0.019777066,0,0,-0.4962537,-0.5748746,-0.2254175
2001,4.55e-06,29181832,8410,50,"(2000,2005]",MAR,-0.726847172,1.102554829,42.21902466,1.14494679,1.569781184,0.177894571,0.035640406,0.015645149,0,0,-0.5086652,-0.5473547,-0.3983602
2002,4.44e-06,29512368,8410,30,"(2000,2005]",MAR,-0.815786481,-2.490348433,43.01631165,1.126310587,1.59210825,0.187136295,0.020414351,0.015401216,0,0,-0.4201957,-0.6556128,-0.5128075
2003,4.55e-06,29843937,8410,30,"(2000,2005]",MAR,-0.731463611,2.486970916,43.57652283,1.117227391,1.614752769,0.173814027,0.018738672,0.013856082,0,0,-0.5343524,-0.6964208,-0.542007
2004,4.49e-06,30179285,8410,30,"(2000,2005]",MAR,-0.610919774,-1.400058524,40.95355606,1.117405824,1.637719512,0.162856789,0.028447484,0.018158373,0,0,-0.4878899,-0.8903051,-0.5398248
2005,4.4e-06,30521070,8410,30,"(2000,2005]",MAR,-0.572460651,-1.845615526,43.81306076,1.126150291,1.661012769,0.1701279,0.033591909,0.017492425,0,0,-0.4806963,-1.051243,-0.4899668
2006,4.79e-06,30869346,8410,30,"(2005,2010]",MAR,-0.592626691,8.385320607,45.73622894,1.134638789,1.681106329,0.164741224,0.024387694,0.020610316,0,0,-0.5296943,-0.8407037,-0.4693033
2007,5.07e-06,31225881,8410,30,"(2005,2010]",MAR,-0.536624372,5.786877352,47.50029755,1.148361751,1.701442957,0.165350288,0.021775677,0.023315296,0,0,-0.5773011,-0.7838576,-0.5054353
2008,5.73e-06,31596855,8410,35,"(2005,2010]",MAR,-0.591632068,12.20624928,46.89744949,1.181032014,1.718847275,0.185151007,0.025752146,0.020319017,0,0,-0.6202909,-0.8360591,-0.5628805
2009,6.04e-06,31989897,8410,35,"(2005,2010]",MAR,-0.542598426,5.272170465,47.69832993,1.236254388,1.734496593,0.159034546,0.019286261,0.015054994,0,0,-0.5849553,-0.55634,-0.5183863
2010,6.52e-06,32409639,8410,40,"(2005,2010]",MAR,-0.602003217,7.548030652,49.85987091,1.303574435,1.750288248,0.163420002,0.026162522,0.02489001,0,0,-0.5178617,-0.3431119,-0.4848522
2011,7.15e-06,32858823,8410,40,"(2010,2015]",MAR,-0.544807076,9.341846367,52.68808365,1.376441479,1.769989371,0.161856541,0.027693452,0.024524401,0,0,,,
2012,7.27e-06,33333789,8410,40,"(2010,2015]",MAR,-0.498819143,1.639352252,55.30021667,1.435127388,1.789912224,0.163236512,0.037374141,0.025334789,0,0,,,
2013,7.42e-06,33824769,8410,40,"(2010,2015]",MAR,-0.522000134,1.98521339,53.39947128,1.462177754,1.81005919,0.160980657,0.048376734,0.018874407,0,0,,,
2014,7.28e-06,34318082,8410,40,"(2010,2015]",MAR,-0.605305314,-1.94684032,49.92921829,1.447904251,1.83043313,0.160060933,0.031860395,0.016851431,0,0,,,
2015,,34803322,8410,40,"(2010,2015]",MAR,-0.694045722,,51.13077927,1.404045472,,0.177113738,0.016304549,0.018046536,0,0,,,
2016,,35276786,8410,40,"(2015,2020]",MAR,-0.63999182,,,1.351228522,,0.166589457,0.00830672,0.016168671,0,0,,,
1970,,23484,,,"(1965,1970]",MCO,,,,,,,,,1,0,,,
1971,,23720,,,"(1970,1975]",MCO,,,,0.999923593,,,,,1,0,,,
1972,,24051,,,"(1970,1975]",MCO,,,,1.38580016,,,,,1,0,,,
1973,,24439,,,"(1970,1975]",MCO,,,,1.600364121,,,,,1,0,,,
1974,,24835,,,"(1970,1975]",MCO,,,,1.607373162,,,,,1,0,,,
1975,,25197,,,"(1970,1975]",MCO,,,,1.447099125,,,,,1,0,,,
1976,,25523,,,"(1975,1980]",MCO,,,,1.285506661,,,,,1,0,,,
1977,,25809,,,"(1975,1980]",MCO,,,,1.114326188,,,,,1,0,,,
1978,,26087,,,"(1975,1980]",MCO,,,,1.071383764,,,,,1,0,,,
1979,,26395,,,"(1975,1980]",MCO,,,,1.173749232,,,,,1,0,,,
